domain	doc_id	adu_pos	annotator	main_unit	aty	coarse_aty	second_type	coarse_second_type	parent_pos	parent_pos_rel	afu	text	text_parent
BIO	16177809	4	mn	secondary	observation	outcomes	none	none	9	5	support	Treatment of embolic stroke with recombinant human tissue plasminogen activator (rht-PA) 4 h after stroke further elevated PAR-1 mRNA levels nearly 1000-fold in the core and 500-fold in the boundary above the nonstroke group 30 h after stroke, while TF mRNA levels were elevated approximately 10 fold above the nonstroke group.	These data provide evidence that atorvastatin reduces exogenous tPA-aggravated cerebral endothelial genes that mediate thrombosis and blood-brain barrier permeability, which could contribute to the beneficial effects of statins on thrombolytic treatment of acute stroke.
BIO	16177809	5	mn	secondary	observation	outcomes	none	none	4	-1	elaboration	Furthermore, stroke significantly increased matrix metalloproteinase (MMP) 2 and 9 mRNA levels in the ischemic core and boundary regions 6 and 30 h after stroke.	Treatment of embolic stroke with recombinant human tissue plasminogen activator (rht-PA) 4 h after stroke further elevated PAR-1 mRNA levels nearly 1000-fold in the core and 500-fold in the boundary above the nonstroke group 30 h after stroke, while TF mRNA levels were elevated approximately 10 fold above the nonstroke group.
BIO	16177809	6	mn	secondary	observation	outcomes	none	none	9	3	support	Treatment with rht-PA-upregulated MMP2 expression in the ischemic boundary and core.	These data provide evidence that atorvastatin reduces exogenous tPA-aggravated cerebral endothelial genes that mediate thrombosis and blood-brain barrier permeability, which could contribute to the beneficial effects of statins on thrombolytic treatment of acute stroke.
BIO	16177809	7	mn	secondary	observation	outcomes	none	none	9	2	support	Atorvastatin completely blocked rht-PA upregulation of the above genes, when atorvastatin in combination with rht-PA was administered 4 h after stroke.	These data provide evidence that atorvastatin reduces exogenous tPA-aggravated cerebral endothelial genes that mediate thrombosis and blood-brain barrier permeability, which could contribute to the beneficial effects of statins on thrombolytic treatment of acute stroke.
BIO	16177809	8	mn	secondary	observation	outcomes	none	none	9	1	support	Monotherapy of atorvastatin 4 h after stroke did not significantly reduce expression of genes examined in the present study.	These data provide evidence that atorvastatin reduces exogenous tPA-aggravated cerebral endothelial genes that mediate thrombosis and blood-brain barrier permeability, which could contribute to the beneficial effects of statins on thrombolytic treatment of acute stroke.
BIO	16177809	9	mn	secondary	result	outcomes	none	none	2	-7	support	These data provide evidence that atorvastatin reduces exogenous tPA-aggravated cerebral endothelial genes that mediate thrombosis and blood-brain barrier permeability, which could contribute to the beneficial effects of statins on thrombolytic treatment of acute stroke.	We developed a rapid double immunofluorescent staining protocol with antibodies against von Willebrand factor (a marker for endothelium) and glial fibrillary acidic protein (a marker for astrocytes) for laser capture microdissection to isolate single ECs in brain tissue of the rat.
BIO	16192371	1	mn	secondary	motivation_background	motivation	none	none	2	1	support	Recent studies showed that the low-frequency component of local field potentials (LFPs) in monkey motor cortex carries information about parameters of voluntary arm movements.	Here, we studied how different signal components of the LFP in the time and frequency domains are modulated during center-out arm movements.
BIO	16192371	2	mn	main	proposal	proposal	none	none	0	0	none	Here, we studied how different signal components of the LFP in the time and frequency domains are modulated during center-out arm movements.	
BIO	16192371	3	mn	secondary	proposal_implementation	proposal	none	none	2	-1	elaboration	Analysis of LFPs in the time domain showed that the amplitude of a slow complex waveform beginning shortly before the onset of arm movement is modulated with the direction of the movement.	Here, we studied how different signal components of the LFP in the time and frequency domains are modulated during center-out arm movements.
BIO	16192371	4	mn	secondary	observation	outcomes	none	none	7	3	support	Examining LFPs in the frequency domain, we found that direction-dependent modulations occur in three frequency ranges, which typically increased their amplitudes before and during movement execution:  less than  or =4, 6-13, and 63-200 Hz.	This suggests that high-frequency oscillations have to be divided into at least two functionally different regimes: one approximately 30 Hz and one  greater than 60 Hz.
BIO	16192371	5	mn	secondary	observation	outcomes	none	none	7	2	support	Cosine-like tuning was prominent in all signal components analyzed.	This suggests that high-frequency oscillations have to be divided into at least two functionally different regimes: one approximately 30 Hz and one  greater than 60 Hz.
BIO	16192371	6	mn	secondary	observation	outcomes	none	none	7	1	support	In contrast, activity in a frequency band approximately 30 Hz was not modulated with the direction of movement and typically decreased its amplitude during the task.	This suggests that high-frequency oscillations have to be divided into at least two functionally different regimes: one approximately 30 Hz and one  greater than 60 Hz.
BIO	16192371	7	mn	secondary	result	outcomes	none	none	2	-5	support	This suggests that high-frequency oscillations have to be divided into at least two functionally different regimes: one approximately 30 Hz and one  greater than 60 Hz.	Here, we studied how different signal components of the LFP in the time and frequency domains are modulated during center-out arm movements.
BIO	16192371	8	mn	secondary	result	outcomes	none	none	2	-6	support	Furthermore, using multiple LFPs, we could show that LFP amplitude spectra can be used to decode movement direction, with the best performance achieved by the combination of different frequency ranges.	Here, we studied how different signal components of the LFP in the time and frequency domains are modulated during center-out arm movements.
BIO	16192371	9	mn	secondary	result	outcomes	none	none	2	-7	support	These results suggest that using the different frequency components in the LFP is useful in improving inference of movement parameters from local field potentials.	Here, we studied how different signal components of the LFP in the time and frequency domains are modulated during center-out arm movements.
BIO	16246051	1	mn	secondary	motivation_background	motivation	none	none	2	1	support	Burgeoning evidence suggests that soluble oligomers of Abeta (amyloid beta-protein) are the earliest effectors of synaptic compromise in Alzheimer's disease.	Whereas most other investigators have employed synthetic Abeta peptides, we have taken advantage of a beta-amyloid precursor protein-overexpressing cell line (referred to as 7PA2) that secretes sub-nanomolar levels of low-n oligomers of Abeta.
BIO	16246051	2	mn	main	proposal	proposal	motivation_background	motivation	0	0	none	Whereas most other investigators have employed synthetic Abeta peptides, we have taken advantage of a beta-amyloid precursor protein-overexpressing cell line (referred to as 7PA2) that secretes sub-nanomolar levels of low-n oligomers of Abeta.	
BIO	16246051	3	mn	secondary	information_additional	other	none	none	2	-1	info-optional	These are composed of heterogeneous Abeta peptides that migrate on SDS/PAGE as dimers, trimers and tetramers.	Whereas most other investigators have employed synthetic Abeta peptides, we have taken advantage of a beta-amyloid precursor protein-overexpressing cell line (referred to as 7PA2) that secretes sub-nanomolar levels of low-n oligomers of Abeta.
BIO	16246051	4	mn	secondary	observation	outcomes	none	none	5	1	support	When injected into the lateral ventricle of rats in vivo, these soluble oligomers inhibit hippocampal long-term potentiation and alter the memory of a complex learned behaviour.	Biochemical manipulation of 7PA2 medium including immunodepletion with Abeta-specific antibodies and fractionation by size-exclusion chromatography allowed us to unambiguously attribute these effects to low-n oligomers.
BIO	16246051	5	mn	secondary	result	outcomes	proposal_implementation	proposal	2	-3	support	Biochemical manipulation of 7PA2 medium including immunodepletion with Abeta-specific antibodies and fractionation by size-exclusion chromatography allowed us to unambiguously attribute these effects to low-n oligomers.	Whereas most other investigators have employed synthetic Abeta peptides, we have taken advantage of a beta-amyloid precursor protein-overexpressing cell line (referred to as 7PA2) that secretes sub-nanomolar levels of low-n oligomers of Abeta.
BIO	16246051	6	mn	secondary	means	method	none	none	7	1	by-means	Using this paradigm we have tested compounds directed at three prominent amyloid-based therapeutic targets: inhibition of the secretases responsible for Abeta production, inhibition of Abeta aggregation and immunization against Abeta.	In each case, compounds capable of reducing oligomer production or antibodies that avidly bind Abeta oligomers also ameliorate the synaptotoxic effects of these natural, cell-derived oligomers.
BIO	16246051	7	mn	secondary	result	outcomes	none	none	2	-5	support	In each case, compounds capable of reducing oligomer production or antibodies that avidly bind Abeta oligomers also ameliorate the synaptotoxic effects of these natural, cell-derived oligomers.	Whereas most other investigators have employed synthetic Abeta peptides, we have taken advantage of a beta-amyloid precursor protein-overexpressing cell line (referred to as 7PA2) that secretes sub-nanomolar levels of low-n oligomers of Abeta.
BIO	16310349	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Cortical field potentials have been used for decades in neurophysiological studies to probe spatio-temporal activity patterns of local populations of neurons.	Recently, however, interest in these signals was spurred as they were proposed as potential control signals for neuronal motor prostheses, i.e., for devices fit to record and decode brain activity to restore motor functions in paralyzed patients.
BIO	16310349	2	mn	secondary	motivation_background	motivation	none	none	3	1	info-required	Recently, however, interest in these signals was spurred as they were proposed as potential control signals for neuronal motor prostheses, i.e., for devices fit to record and decode brain activity to restore motor functions in paralyzed patients.	Little is known, however, about the functional significance of these cortical field potentials.
BIO	16310349	3	mn	secondary	motivation_problem	motivation	none	none	4	1	support	Little is known, however, about the functional significance of these cortical field potentials.	Here we compared information about arm movement direction in two types of movement related cortical field potentials, obtained during a four direction center-out arm reaching paradigm: local field potentials (LFPs) recorded with intracortical micro-electrodes from monkey motor cortex, and epicortical field potentials (EFPs) recorded with macro-electrode arrays subdurally implanted on the surface of the human cerebral cortex.
BIO	16310349	4	mn	main	proposal	proposal	none	none	0	0	none	Here we compared information about arm movement direction in two types of movement related cortical field potentials, obtained during a four direction center-out arm reaching paradigm: local field potentials (LFPs) recorded with intracortical micro-electrodes from monkey motor cortex, and epicortical field potentials (EFPs) recorded with macro-electrode arrays subdurally implanted on the surface of the human cerebral cortex.	
BIO	16310349	5	mn	secondary	result	outcomes	none	none	4	-1	support	While monkey LFPs showed a typical sequence of positive and negative potential peaks, an initial negative peak was the most salient feature of human EFPs.	Here we compared information about arm movement direction in two types of movement related cortical field potentials, obtained during a four direction center-out arm reaching paradigm: local field potentials (LFPs) recorded with intracortical micro-electrodes from monkey motor cortex, and epicortical field potentials (EFPs) recorded with macro-electrode arrays subdurally implanted on the surface of the human cerebral cortex.
BIO	16310349	6	mn	secondary	observation	outcomes	none	none	5	-1	support	Individual contralateral LFPs from the monkey motor cortex carried approximately twice as much decoded information (DI) about arm movement direction (median 0.27 bit) as did individual EFPs from the contralateral hand/arm area of primary motor cortex in humans (median 0.12 bit).	While monkey LFPs showed a typical sequence of positive and negative potential peaks, an initial negative peak was the most salient feature of human EFPs.
BIO	16310349	7	mn	secondary	observation	outcomes	none	none	6	-1	elaboration	This relation was similar to the relation between median peak signal-to-noise ratios for directional modulation of movement related potentials (MRPs) of both types of signals.	Individual contralateral LFPs from the monkey motor cortex carried approximately twice as much decoded information (DI) about arm movement direction (median 0.27 bit) as did individual EFPs from the contralateral hand/arm area of primary motor cortex in humans (median 0.12 bit).
BIO	16310349	8	mn	secondary	conclusion	outcomes	none	none	4	-4	support	We discuss possible reasons for the observed differences, amongst them epi- vs. intracortical recording and the different electrode dimensions used to measure EFPs and LFPs.	Here we compared information about arm movement direction in two types of movement related cortical field potentials, obtained during a four direction center-out arm reaching paradigm: local field potentials (LFPs) recorded with intracortical micro-electrodes from monkey motor cortex, and epicortical field potentials (EFPs) recorded with macro-electrode arrays subdurally implanted on the surface of the human cerebral cortex.
BIO	16322221	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	The human mismatch repair (MMR) proteins hMLH1 and hPMS2 function in MMR as a heterodimer.	Cells lacking either protein have a strong mutator phenotype and display microsatellite instability, yet mutations in the hMLH1 gene account for approximately 50% of hereditary nonpolyposis colon cancer families, whereas hPMS2 mutations are substantially less frequent and less penetrant.
BIO	16322221	2	mn	secondary	motivation_background	motivation	none	none	3	1	info-required	Cells lacking either protein have a strong mutator phenotype and display microsatellite instability, yet mutations in the hMLH1 gene account for approximately 50% of hereditary nonpolyposis colon cancer families, whereas hPMS2 mutations are substantially less frequent and less penetrant.	Similarly, in the mouse model, Mlh1-/- animals are highly cancer prone and present with gastrointestinal tumors at an early age, whereas Pms2-/- mice succumb to cancer much later in life and do not present with gastrointestinal tumors.
BIO	16322221	3	mn	secondary	motivation_background	motivation	none	none	4	1	info-required	Similarly, in the mouse model, Mlh1-/- animals are highly cancer prone and present with gastrointestinal tumors at an early age, whereas Pms2-/- mice succumb to cancer much later in life and do not present with gastrointestinal tumors.	This evidence suggested that MLH1 might functionally interact with another MutL homologue, which compensates, at least in part, for a deficiency in PMS2.
BIO	16322221	4	mn	secondary	motivation_hypothesis	motivation	none	none	6	2	support	This evidence suggested that MLH1 might functionally interact with another MutL homologue, which compensates, at least in part, for a deficiency in PMS2.	We now show that the hMLH1/hMLH3 heterodimer, hMutLgamma, can also assist in the repair of base-base mismatches and single extrahelical nucleotides in vitro.
BIO	16322221	5	mn	secondary	motivation_background	motivation	none	none	4	-1	info-required	Sterility of Mlh1-/-, Pms2-/-, and Mlh3-/- mice implicated the Mlh1/Pms2 and Mlh1/Mlh3 heterodimers in meiotic recombination.	This evidence suggested that MLH1 might functionally interact with another MutL homologue, which compensates, at least in part, for a deficiency in PMS2.
BIO	16322221	6	mn	main	proposal	proposal	none	none	0	0	none	We now show that the hMLH1/hMLH3 heterodimer, hMutLgamma, can also assist in the repair of base-base mismatches and single extrahelical nucleotides in vitro.	
BIO	16322221	7	mn	secondary	result	outcomes	none	none	6	-1	support	Analysis of hMLH3 expression in colon cancer cell lines indicated that the protein levels vary substantially and independently of hMLH1.	We now show that the hMLH1/hMLH3 heterodimer, hMutLgamma, can also assist in the repair of base-base mismatches and single extrahelical nucleotides in vitro.
BIO	16322221	8	mn	secondary	conclusion	outcomes	none	none	6	-2	support	If hMLH3 participates in MMR in vivo, its partial redundancy with hPMS2, coupled with the fluctuating expression levels of hMLH3, may help explain the low penetrance of hPMS2 mutations in hereditary nonpolyposis colon cancer families.	We now show that the hMLH1/hMLH3 heterodimer, hMutLgamma, can also assist in the repair of base-base mismatches and single extrahelical nucleotides in vitro.
BIO	16423994	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Hereditary nonpolyposis colorectal cancer (HNPCC) is an autosomal dominantly inherited cancer predisposition syndrome caused by germ line mutations in DNA mismatch repair genes, predominantly MLH1 and MSH2, with large genomic rearrangements accounting for 5% to 20% of all mutations.	Although crucial to the understanding of cancer initiation, little is known about the second, somatic hit in HNPCC tumorigenesis, commonly referred to as loss of heterozygosity.
BIO	16423994	2	mn	secondary	motivation_problem	motivation	none	none	3	1	support	Although crucial to the understanding of cancer initiation, little is known about the second, somatic hit in HNPCC tumorigenesis, commonly referred to as loss of heterozygosity.	Here, we applied a recently developed method, multiplex ligation-dependent probe amplification, to study MLH1/MSH2 copy number changes in 16 unrelated Swiss HNPCC patients, whose cancers displayed microsatellite instability and loss of MLH1 or MSH2 expression, but in whom no germ line mutation could be detected by conventional screening.
BIO	16423994	3	mn	main	proposal	proposal	none	none	0	0	none	Here, we applied a recently developed method, multiplex ligation-dependent probe amplification, to study MLH1/MSH2 copy number changes in 16 unrelated Swiss HNPCC patients, whose cancers displayed microsatellite instability and loss of MLH1 or MSH2 expression, but in whom no germ line mutation could be detected by conventional screening.	
BIO	16423994	4	mn	secondary	proposal	proposal	none	none	3	-1	elaboration	The aims of the study were (a) to determine the proportion of large genomic rearrangements among Swiss MLH1/MSH2 mutation carriers and (b) to investigate the frequency and nature of loss of heterozygosity as a second, somatic event, in tumors from MLH1/MSH2 germ line deletion carriers.	Here, we applied a recently developed method, multiplex ligation-dependent probe amplification, to study MLH1/MSH2 copy number changes in 16 unrelated Swiss HNPCC patients, whose cancers displayed microsatellite instability and loss of MLH1 or MSH2 expression, but in whom no germ line mutation could be detected by conventional screening.
BIO	16423994	5	mn	secondary	observation	outcomes	none	none	6	1	support	Large genomic deletions were found to account for 4.3% and 10.7% of MLH1 and MSH2 mutations, respectively.	Multiplex ligation-dependent probe amplification analysis of 18 cancer specimens from two independent sets of Swiss and Finnish MLH1/MSH2 deletion carriers revealed that somatic mutations identical to the ones in the germ line occur frequently in colorectal cancers (6 of 11; 55%) and are also present in extracolonic HNPCC-associated tumors.
BIO	16423994	6	mn	secondary	result	outcomes	none	none	3	-3	support	Multiplex ligation-dependent probe amplification analysis of 18 cancer specimens from two independent sets of Swiss and Finnish MLH1/MSH2 deletion carriers revealed that somatic mutations identical to the ones in the germ line occur frequently in colorectal cancers (6 of 11; 55%) and are also present in extracolonic HNPCC-associated tumors.	Here, we applied a recently developed method, multiplex ligation-dependent probe amplification, to study MLH1/MSH2 copy number changes in 16 unrelated Swiss HNPCC patients, whose cancers displayed microsatellite instability and loss of MLH1 or MSH2 expression, but in whom no germ line mutation could be detected by conventional screening.
BIO	16423994	7	mn	secondary	conclusion	outcomes	none	none	3	-4	support	Chromosome-specific marker analysis implies that loss of the wild-type allele predominantly occurs through locus-restricted recombinational events, i.e., gene conversion, rather than mitotic recombination or deletion of the respective gene locus.	Here, we applied a recently developed method, multiplex ligation-dependent probe amplification, to study MLH1/MSH2 copy number changes in 16 unrelated Swiss HNPCC patients, whose cancers displayed microsatellite instability and loss of MLH1 or MSH2 expression, but in whom no germ line mutation could be detected by conventional screening.
BIO	16423994	8	mn	secondary	information_additional	other	none	none	7	-1	info-optional	(Cancer Res 2006; (66)2: 659-64).	Chromosome-specific marker analysis implies that loss of the wild-type allele predominantly occurs through locus-restricted recombinational events, i.e., gene conversion, rather than mitotic recombination or deletion of the respective gene locus.
BIO	16424458	1	mn	main	proposal	proposal	none	none	0	0	none	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.	
BIO	16424458	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	Analysis was restricted to periods of steady holding, during which M1 oscillations are known to be strongest.	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.
BIO	16424458	3	mn	secondary	observation	outcomes	none	none	1	-2	support	Significant coherence between DCN units and M1 LFP oscillations bilaterally was seen at approximately 10-40 Hz (contralateral M1: 25/87 units; ipsilateral: 9/87 units).	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.
BIO	16424458	4	mn	secondary	observation	outcomes	none	none	3	-1	elaboration	Averaged coherence between DCN units and contralateral M1 LFP showed a prominent approximately 17-Hz coherence peak and an average phase of approximately -pi/2 radians, implying that the DCN units fired around the time of maximal depolarization of M1 cells.	Significant coherence between DCN units and M1 LFP oscillations bilaterally was seen at approximately 10-40 Hz (contralateral M1: 25/87 units; ipsilateral: 9/87 units).
BIO	16424458	5	mn	secondary	conclusion	outcomes	none	none	1	-4	support	The lack of a time delay between DCN and M1 activity suggests that the cerebellum and cortex may form a pair of phase coupled oscillators.	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.
BIO	16424458	6	mn	secondary	proposal_implementation	proposal	none	none	1	-5	elaboration	Although coherence values were low (mean peak coherence, 0.018), we used a computational model to show that this probably resulted from the nonlinearity of spike generating mechanisms within the DCN.	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.
BIO	16424458	7	mn	secondary	result	outcomes	none	none	1	-6	support	DCN unit discharge and DCN LFPs also showed significant coherence at approximately 10-40 Hz, with similarly low magnitude (mean peak coherence, 0.012).	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.
BIO	16424458	8	mn	secondary	observation	outcomes	none	none	7	-1	support	The average coherence phase was -2.5 radians for the 6- to 14-Hz range and -1.1 radians for the 17- to 41-Hz range, suggesting different frequency-specific underlying mechanisms.	DCN unit discharge and DCN LFPs also showed significant coherence at approximately 10-40 Hz, with similarly low magnitude (mean peak coherence, 0.012).
BIO	16424458	9	mn	secondary	result	outcomes	none	none	1	-8	support	Finally, 4/40 pairs of simultaneously recorded DCN units showed a significant cross-correlation peak, and 16/40 pairs showed significant unit-unit coherence.	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.
BIO	16424458	10	mn	secondary	conclusion	outcomes	none	none	1	-9	support	The extensive oscillatory synchronization observed between cerebellum and motor cortex may have functional importance in sensorimotor processing.	We studied the synchronization of single units in macaque deep cerebellar nuclei (DCN) with local field potentials (LFPs) in primary motor cortex (M1) bilaterally during performance of a precision grip task.
BIO	16469784	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	The accumulation of amyloid beta-protein (Abeta) in brain regions serving memory and cognition is a central pathogenic feature of Alzheimer's disease (AD).	We have shown that small soluble oligomers of human Abeta that are naturally secreted by cultured cells inhibit hippocampal long-term potentiation (LTP) in vitro and in vivo and transiently impair the recall of a complex learned behaviour in rats.
BIO	16469784	2	mn	secondary	motivation_background	motivation	none	none	3	1	info-required	We have shown that small soluble oligomers of human Abeta that are naturally secreted by cultured cells inhibit hippocampal long-term potentiation (LTP) in vitro and in vivo and transiently impair the recall of a complex learned behaviour in rats.	These results support the hypothesis that diffusible oligomers of Abeta initiate a synaptic dysfunction that may be an early event in AD.
BIO	16469784	3	mn	secondary	motivation_hypothesis	motivation	none	none	4	1	support	These results support the hypothesis that diffusible oligomers of Abeta initiate a synaptic dysfunction that may be an early event in AD.	We now report detailed electrophysiological analyses that define conditions under which acute application of soluble Abeta inhibits hippocampal synaptic plasticity in wild-type mice.
BIO	16469784	4	mn	main	proposal	proposal	none	none	0	0	none	We now report detailed electrophysiological analyses that define conditions under which acute application of soluble Abeta inhibits hippocampal synaptic plasticity in wild-type mice.	
BIO	16469784	5	mn	secondary	proposal_implementation	proposal	observation	outcomes	4	-1	elaboration	To ascertain which Abeta assemblies contribute to the impairment of LTP, we fractionated oligomers by size-exclusion chromatography and found that Abeta trimers fully inhibit LTP, whereas dimers and tetramers have an intermediate potency.	We now report detailed electrophysiological analyses that define conditions under which acute application of soluble Abeta inhibits hippocampal synaptic plasticity in wild-type mice.
BIO	16469784	6	mn	secondary	result	outcomes	none	none	4	-2	support	Natural Abeta oligomers are sensitive to heat denaturation, primarily inhibit the induction phase of LTP, and cause a sustained impairment of LTP even after extensive washout.	We now report detailed electrophysiological analyses that define conditions under which acute application of soluble Abeta inhibits hippocampal synaptic plasticity in wild-type mice.
BIO	16469784	7	mn	secondary	observation	outcomes	none	none	8	1	support	We observed no effects of Abeta oligomers on presynaptic vesicle release.	LTP in juvenile mice is resistant to the effects of Abeta oligomers, as is brain-derived-neurotrophic-factor-induced LTP in adult hippocampus.
BIO	16469784	8	mn	secondary	result	outcomes	none	none	4	-4	support	LTP in juvenile mice is resistant to the effects of Abeta oligomers, as is brain-derived-neurotrophic-factor-induced LTP in adult hippocampus.	We now report detailed electrophysiological analyses that define conditions under which acute application of soluble Abeta inhibits hippocampal synaptic plasticity in wild-type mice.
BIO	16469784	9	mn	secondary	conclusion	outcomes	none	none	4	-5	support	We conclude that specific assemblies, particularly timers, of naturally secreted Abeta oligomers are potent and selective inhibitors of certain forms of hippocampal LTP.	We now report detailed electrophysiological analyses that define conditions under which acute application of soluble Abeta inhibits hippocampal synaptic plasticity in wild-type mice.
BIO	16481461	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Many single-neuron recording studies have examined the degree to which the activity of primary motor cortex (M1) neurons is related to the kinematics and kinetics of various motor tasks.	This has not been explored as extensively for arm movement-related neurons in posterior parietal cortex area 5.
BIO	16481461	2	mn	secondary	motivation_problem	motivation	none	none	3	1	support	This has not been explored as extensively for arm movement-related neurons in posterior parietal cortex area 5.	We recorded the activity of 78 proximal arm-related neurons in area 5 of two monkeys while they used their whole arm to make reaching movements toward eight targets on a horizontal plane against an inertial load or to generate isometric forces at the hand in the same eight horizontal directions.
BIO	16481461	3	mn	main	proposal	proposal	none	none	0	0	none	We recorded the activity of 78 proximal arm-related neurons in area 5 of two monkeys while they used their whole arm to make reaching movements toward eight targets on a horizontal plane against an inertial load or to generate isometric forces at the hand in the same eight horizontal directions.	
BIO	16481461	4	mn	secondary	result	outcomes	none	none	3	-1	support	The overall range of measured output forces was similar in the two tasks.	We recorded the activity of 78 proximal arm-related neurons in area 5 of two monkeys while they used their whole arm to make reaching movements toward eight targets on a horizontal plane against an inertial load or to generate isometric forces at the hand in the same eight horizontal directions.
BIO	16481461	5	mn	secondary	result	outcomes	none	none	4	-1	elaboration	The forces increased monotonically in the desired direction in the isometric task.	The overall range of measured output forces was similar in the two tasks.
BIO	16481461	6	mn	secondary	result	outcomes	none	none	5	-1	elaboration	In the movement task, in contrast, they showed a rapid initial increase in the direction of movement, followed by a transient reversal of forces as the hand approached the target.	The forces increased monotonically in the desired direction in the isometric task.
BIO	16481461	7	mn	secondary	result	outcomes	proposal_implementation	proposal	3	-4	support	Many task-related area 5 neurons were tuned for the direction of motor output in the tasks, but most area 5 neurons were more strongly active or exclusively active in the movement task than in the isometric task.	We recorded the activity of 78 proximal arm-related neurons in area 5 of two monkeys while they used their whole arm to make reaching movements toward eight targets on a horizontal plane against an inertial load or to generate isometric forces at the hand in the same eight horizontal directions.
BIO	16481461	8	mn	secondary	result	outcomes	none	none	7	-1	elaboration	Furthermore, their activity at either the single cell or population level did not reflect the transient reversal of output forces during movement.	Many task-related area 5 neurons were tuned for the direction of motor output in the tasks, but most area 5 neurons were more strongly active or exclusively active in the movement task than in the isometric task.
BIO	16481461	9	mn	secondary	result	outcomes	none	none	7	-2	elaboration	In contrast, M1 neuronal activity was typically strong in both tasks and showed task-related changes that reflected the differences in the time course and directionality of force outputs between both tasks, including the transient reversal of forces in the movement task.	Many task-related area 5 neurons were tuned for the direction of motor output in the tasks, but most area 5 neurons were more strongly active or exclusively active in the movement task than in the isometric task.
BIO	16481461	10	mn	secondary	conclusion	outcomes	none	none	3	-7	support	These results show that area 5 neurons are less strongly related to the time-course of task kinetics than M1 during isometric and arm-movement tasks.	We recorded the activity of 78 proximal arm-related neurons in area 5 of two monkeys while they used their whole arm to make reaching movements toward eight targets on a horizontal plane against an inertial load or to generate isometric forces at the hand in the same eight horizontal directions.
BIO	16530860	1	mn	secondary	motivation_background	motivation	motivation_problem	motivation	2	1	support	Cortical local field potentials (LFPs) are modulated in parallel with single neuron discharge, but the information they carry is often unclear.	Multi-electrode recordings of both LFPs and single neuron activities were made in motor cortex as monkeys performed a delayed pointing task in which the probability of the moment of signal occurrence, and thus movement execution, was manipulated.
BIO	16530860	2	mn	main	proposal	proposal	none	none	0	0	none	Multi-electrode recordings of both LFPs and single neuron activities were made in motor cortex as monkeys performed a delayed pointing task in which the probability of the moment of signal occurrence, and thus movement execution, was manipulated.	
BIO	16530860	3	mn	secondary	observation	outcomes	none	none	5	2	support	A large positive LFP component (P1) appeared immediately preceding movement onset only under conditions of low probability, that is, when a response signal was weakly expected.	Although P1 has been described as being linked to the descending motor signal, we found that it was more closely associated with the processing of movement-related information than with the ultimate motor command.
BIO	16530860	4	mn	secondary	observation	outcomes	none	none	5	1	support	The amplitude of P1 was much smaller when probability of signal occurrence was high, or when the same movement was self-paced.	Although P1 has been described as being linked to the descending motor signal, we found that it was more closely associated with the processing of movement-related information than with the ultimate motor command.
BIO	16530860	5	mn	secondary	result	outcomes	none	none	2	-3	support	Although P1 has been described as being linked to the descending motor signal, we found that it was more closely associated with the processing of movement-related information than with the ultimate motor command.	Multi-electrode recordings of both LFPs and single neuron activities were made in motor cortex as monkeys performed a delayed pointing task in which the probability of the moment of signal occurrence, and thus movement execution, was manipulated.
BIO	16530860	6	mn	secondary	result	outcomes	none	none	5	-1	elaboration	Its timing did not bear a fixed relationship with movement onset and its frequency of occurrence in each monkey varied in parallel with each animal's overall performance and the percentage of context-related 'pre-processing' neurons encountered.	Although P1 has been described as being linked to the descending motor signal, we found that it was more closely associated with the processing of movement-related information than with the ultimate motor command.
BIO	16671440	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Matrix metalloproteinases (MMPs) are associated with blood-brain opening and may be involved in the pathophysiology of acute brain injury.	Previous research demonstrated that knockout mice deficient in MMP-9 subjected to transient focal cerebral ischemia had reduced blood-brain barrier (BBB) disruption and attenuated cerebral infarction.
