domain	doc_id	adu_pos	annotator	main_unit	aty	coarse_aty	second_type	coarse_second_type	parent_pos	parent_pos_rel	afu	text	text_parent
CL	D14-1070	2	mn	secondary	motivation_problem	motivation	none	none	3	1	support	These methods are ineffective when question text contains very few individual words ( e.g. , named entities ) that are indicative of the answer .	We introduce a recursive neural network ( rnn ) model that can reason over such input by modeling textual compositionality .
CL	D14-1070	3	mn	main	proposal	proposal	none	none	0	0	none	We introduce a recursive neural network ( rnn ) model that can reason over such input by modeling textual compositionality .	
CL	D14-1070	4	mn	secondary	means	method	none	none	6	2	by-means	We apply our model , qanta , to a dataset of questions from a trivia competition called quiz bowl .	The model outperforms multiple baselines and , when combined with information retrieval methods , ri-vals the best human players .
CL	D14-1070	5	mn	secondary	conclusion	outcomes	none	none	3	-2	support	Unlike previous rnn models , qanta learns word and phrase-level representations that combine across sentences to reason about entities .	We introduce a recursive neural network ( rnn ) model that can reason over such input by modeling textual compositionality .
CL	D14-1070	6	mn	secondary	result	outcomes	none	none	5	-1	support	The model outperforms multiple baselines and , when combined with information retrieval methods , ri-vals the best human players .	Unlike previous rnn models , qanta learns word and phrase-level representations that combine across sentences to reason about entities .
CL	D14-1071	1	mn	secondary	motivation_background	motivation	none	none	2	1	support	Transforming a natural language ( NL ) question into a corresponding logical form ( LF ) is central to the knowledge-based question answering ( KB-QA ) task .	Unlike most previous methods that achieve this goal based on mappings between lexicalized phrases and logical predicates , this paper goes one step further and proposes a novel embedding-based approach that maps NL-questions into LFs for KB-QA by leveraging semantic associations between lexical representations and KB-properties in the latent space .
CL	D14-1071	2	mn	main	proposal	proposal	motivation_background	motivation	0	0	none	Unlike most previous methods that achieve this goal based on mappings between lexicalized phrases and logical predicates , this paper goes one step further and proposes a novel embedding-based approach that maps NL-questions into LFs for KB-QA by leveraging semantic associations between lexical representations and KB-properties in the latent space .	
CL	D14-1071	3	mn	secondary	result_means	outcomes	none	none	2	-1	support	Experimental results demonstrate that our proposed method outperforms three KB-QA baseline methods on two publicly released QA data sets .	Unlike most previous methods that achieve this goal based on mappings between lexicalized phrases and logical predicates , this paper goes one step further and proposes a novel embedding-based approach that maps NL-questions into LFs for KB-QA by leveraging semantic associations between lexical representations and KB-properties in the latent space .
CL	D14-1072	1	mn	secondary	motivation_problem	motivation	none	none	2	1	support	Wikipedia's link structure is a valuable resource for natural language processing tasks , but only a fraction of the concepts mentioned in each article are annotated with hyperlinks .	In this paper , we study how to augment Wikipedia with additional high-precision links .
CL	D14-1072	2	mn	main	proposal	proposal	none	none	0	0	none	In this paper , we study how to augment Wikipedia with additional high-precision links .	
CL	D14-1072	3	mn	secondary	proposal_implementation	proposal	none	none	2	-1	elaboration	We present 3W , a system that identifies concept mentions in Wikipedia text , and links each mention to its referent page .	In this paper , we study how to augment Wikipedia with additional high-precision links .
CL	D14-1072	4	mn	secondary	proposal_implementation	proposal	motivation_hypothesis	motivation	3	-1	elaboration	3W leverages rich semantic information present in Wikipedia to achieve high precision .	We present 3W , a system that identifies concept mentions in Wikipedia text , and links each mention to its referent page .
CL	D14-1072	5	mn	secondary	observation	outcomes	none	none	2	-3	support	Our experiments demonstrate that 3W can add an average of seven new links to each Wikipedia article , at a precision of 0.98 .	In this paper , we study how to augment Wikipedia with additional high-precision links .
CL	D14-1073	1	mn	main	proposal	proposal	none	none	0	0	none	In this paper we present our task-based evaluation of query biased summarization for cross-language information retrieval ( CLIR ) using relevance prediction .	
CL	D14-1073	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	We describe our 13 summarization methods each from one of four summarization strategies .	In this paper we present our task-based evaluation of query biased summarization for cross-language information retrieval ( CLIR ) using relevance prediction .
CL	D14-1073	3	mn	secondary	means	method	proposal_implementation	proposal	5	2	by-means	We show how well our methods perform using Farsi text from the CLEF 2008 shared-task , which we translated to English automtatically .	We found that different summarization methods perform optimally for different evaluation metrics , but overall query biased word clouds are the best summarization strategy .
CL	D14-1073	4	mn	secondary	means	method	none	none	5	1	by-means	We report precision/recall/F1 , accuracy and time-on-task .	We found that different summarization methods perform optimally for different evaluation metrics , but overall query biased word clouds are the best summarization strategy .
CL	D14-1073	5	mn	secondary	result	outcomes	none	none	6	1	elaboration	We found that different summarization methods perform optimally for different evaluation metrics , but overall query biased word clouds are the best summarization strategy .	In our analysis , we demonstrate that using the ROUGE metric on our sentence-based summaries cannot make the same kinds of distinctions as our evaluation framework does .
CL	D14-1073	6	mn	secondary	result	outcomes	none	none	7	1	support	In our analysis , we demonstrate that using the ROUGE metric on our sentence-based summaries cannot make the same kinds of distinctions as our evaluation framework does .	Finally , we present our recommendations for creating muchneeded evaluation standards and datasets .
CL	D14-1073	7	mn	secondary	conclusion	outcomes	none	none	1	-6	support	Finally , we present our recommendations for creating muchneeded evaluation standards and datasets .	In this paper we present our task-based evaluation of query biased summarization for cross-language information retrieval ( CLIR ) using relevance prediction .
CL	D14-1074	1	mn	main	proposal	proposal	none	none	0	0	none	We propose a model for Chinese poem generation based on recurrent neural networks which we argue is ideally suited to capturing poetic content and form .	
CL	D14-1074	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	Our generator jointly performs content selection ( "what to say" ) and surface realization ( "how to say" ) by learning representations of individual characters , and their combinations into one or more lines as well as how these mutually reinforce and constrain each other .	We propose a model for Chinese poem generation based on recurrent neural networks which we argue is ideally suited to capturing poetic content and form .
CL	D14-1074	3	mn	secondary	proposal_implementation	proposal	none	none	2	-1	elaboration	Poem lines are generated incrementally by taking into account the entire history of what has been generated so far rather than the limited horizon imposed by the previous line or lexical n-grams .	Our generator jointly performs content selection ( "what to say" ) and surface realization ( "how to say" ) by learning representations of individual characters , and their combinations into one or more lines as well as how these mutually reinforce and constrain each other .
CL	D14-1074	4	mn	secondary	result	outcomes	none	none	1	-3	support	Experimental results show that our model outperforms competitive Chinese poetry generation systems using both automatic and manual evaluation methods .	We propose a model for Chinese poem generation based on recurrent neural networks which we argue is ideally suited to capturing poetic content and form .
CL	D14-1075	1	mn	main	proposal	proposal	none	none	0	0	none	This paper explores alternate algorithms , reward functions and feature sets for performing multi-document summarization using reinforcement learning with a high focus on reproducibility .	
CL	D14-1075	2	mn	secondary	result	outcomes	none	none	1	-1	support	We show that ROUGE results can be improved using a unigram and bigram similarity metric when training a learner to select sentences for summarization .	This paper explores alternate algorithms , reward functions and feature sets for performing multi-document summarization using reinforcement learning with a high focus on reproducibility .
CL	D14-1075	3	mn	secondary	means	method	none	none	2	-1	by-means	Learners are trained to summarize document clusters based on various algorithms and reward functions and then evaluated using ROUGE .	We show that ROUGE results can be improved using a unigram and bigram similarity metric when training a learner to select sentences for summarization .
CL	D14-1075	4	mn	secondary	observation	outcomes	none	none	2	-2	support	Our experiments show a statistically significant improvement of 1.33 % , 1.58 % , and 2.25 % for ROUGE-1 , ROUGE-2 and ROUGE-L scores , respectively , when compared with the performance of the state of the art in automatic summarization with reinforcement learning on the DUC2004 dataset .	We show that ROUGE results can be improved using a unigram and bigram similarity metric when training a learner to select sentences for summarization .
CL	D14-1075	5	mn	secondary	observation	outcomes	none	none	2	-3	support	Furthermore query focused extensions of our approach show an improvement of 1.37 % and 2.31 % for ROUGE-2 and ROUGE-SU4 respectively over query focused extensions of the state of the art with reinforcement learning on the DUC2006 dataset .	We show that ROUGE results can be improved using a unigram and bigram similarity metric when training a learner to select sentences for summarization .
CL	D14-1076	1	mn	main	proposal	proposal	none	none	0	0	none	In this paper , we focus on the problem of using sentence compression techniques to improve multi-document summarization .	
CL	D14-1076	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	We propose an innovative sentence compression method by considering every node in the constituent parse tree and deciding its status - remove or retain .	In this paper , we focus on the problem of using sentence compression techniques to improve multi-document summarization .
CL	D14-1076	3	mn	secondary	proposal_implementation	proposal	none	none	2	-1	elaboration	Integer liner programming with discriminative training is used to solve the problem .	We propose an innovative sentence compression method by considering every node in the constituent parse tree and deciding its status - remove or retain .
CL	D14-1076	4	mn	secondary	proposal_implementation	proposal	none	none	3	-1	elaboration	Under this model , we incorporate various constraints to improve the linguistic quality of the compressed sentences .	Integer liner programming with discriminative training is used to solve the problem .
CL	D14-1076	5	mn	secondary	proposal_implementation	proposal	none	none	4	-1	sequence	Then we utilize a pipeline summarization framework where sentences are first compressed by our proposed compression model to obtain top-n candidates and then a sentence selection module is used to generate the final summary .	Under this model , we incorporate various constraints to improve the linguistic quality of the compressed sentences .
CL	D14-1076	6	mn	secondary	result_means	outcomes	none	none	1	-5	support	Compared with state-of-the-art algorithms , our model has similar ROUGE-2 scores but better linguistic quality on TAC data .	In this paper , we focus on the problem of using sentence compression techniques to improve multi-document summarization .
CL	D14-1077	1	mn	main	proposal	proposal	none	none	0	0	none	In this study , we analyzed the effects of applying different levels of stemming approaches such as fixed-length word truncation and morphological analysis for multi-document summarization ( MDS ) on Turkish , which is an agglutinative and morphologically rich language .	
CL	D14-1077	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	We constructed a manually annotated MDS data set , and to our best knowledge , reported the first results on Turkish MDS .	In this study , we analyzed the effects of applying different levels of stemming approaches such as fixed-length word truncation and morphological analysis for multi-document summarization ( MDS ) on Turkish , which is an agglutinative and morphologically rich language .
CL	D14-1077	3	mn	secondary	result	outcomes	none	none	1	-2	support	Our results show that a simple fixed-length word truncation approach performs slightly better than no stemming , whereas applying complex morphological analysis does not improve Turkish MDS .	In this study , we analyzed the effects of applying different levels of stemming approaches such as fixed-length word truncation and morphological analysis for multi-document summarization ( MDS ) on Turkish , which is an agglutinative and morphologically rich language .
CL	D14-1078	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	The ability to learn from user interactions can give systems access to unprecedented amounts of knowledge .	This is evident in search engines , recommender systems , and electronic commerce , and it can be the key to solving other knowledge in-tensive tasks .
CL	D14-1078	2	mn	secondary	motivation_background	motivation	none	none	3	1	info-required	This is evident in search engines , recommender systems , and electronic commerce , and it can be the key to solving other knowledge in-tensive tasks .	However , extracting the knowledge conveyed by user interactions is less straightforward than standard machine learning , since it requires learning systems that explicitly account for human decision making , human motivation , and human abilities .
CL	D14-1078	3	mn	secondary	motivation_problem	motivation	none	none	4	1	support	However , extracting the knowledge conveyed by user interactions is less straightforward than standard machine learning , since it requires learning systems that explicitly account for human decision making , human motivation , and human abilities .	In this talk , I argue that the design space of such interactive learning systems encompasses not only the machine learning algorithm itself , but also the design of the interaction under an appropriate model of user behavior .
CL	D14-1078	4	mn	secondary	motivation_hypothesis	motivation	none	none	5	1	support	In this talk , I argue that the design space of such interactive learning systems encompasses not only the machine learning algorithm itself , but also the design of the interaction under an appropriate model of user behavior .	To this effect , the talk explores how integrating microeconomic models of human behavior into the learning process leads to new interaction models and their associated learning algorithms , leading to systems that have provable guarantees and that perform robustly in practice .
CL	D14-1078	5	mn	main	proposal	proposal	conclusion	outcomes	0	0	none	To this effect , the talk explores how integrating microeconomic models of human behavior into the learning process leads to new interaction models and their associated learning algorithms , leading to systems that have provable guarantees and that perform robustly in practice .	
CL	D14-1079	1	mn	main	proposal	proposal	none	none	0	0	none	We provide a comparative study between neural word representations and traditional vector spaces based on co-occurrence counts , in a number of compositional tasks .	
CL	D14-1079	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	We use three different semantic spaces and implement seven tensor-based compositional models , which we then test ( together with simpler additive and multiplicative approaches ) in tasks involving verb disambiguation and sentence similarity .	We provide a comparative study between neural word representations and traditional vector spaces based on co-occurrence counts , in a number of compositional tasks .
CL	D14-1079	3	mn	secondary	proposal_implementation	proposal	means	method	2	-1	elaboration	To check their scalability , we additionally evaluate the spaces using simple compositional methods on larger-scale tasks with less constrained language : paraphrase detection and dialogue act tagging .	We use three different semantic spaces and implement seven tensor-based compositional models , which we then test ( together with simpler additive and multiplicative approaches ) in tasks involving verb disambiguation and sentence similarity .
CL	D14-1079	4	mn	secondary	result_means	outcomes	none	none	1	-3	support	In the more constrained tasks , co-occurrence vectors are competitive , although choice of compositional method is important ; on the larger-scale tasks , they are outperformed by neural word embeddings , which show robust , stable performance across the tasks .	We provide a comparative study between neural word representations and traditional vector spaces based on co-occurrence counts , in a number of compositional tasks .
CL	D14-1080	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Recurrent neural networks ( RNNs ) are connectionist models of sequential data that are naturally applicable to the analysis of natural language .	Recently , "depth in space" — as an orthogonal notion to "depth in time" — in RNNs has been investigated by stacking multiple layers of RNNs and shown empirically to bring a temporal hierarchy to the architecture .
CL	D14-1080	2	mn	secondary	motivation_background	motivation	none	none	3	1	support	Recently , "depth in space" — as an orthogonal notion to "depth in time" — in RNNs has been investigated by stacking multiple layers of RNNs and shown empirically to bring a temporal hierarchy to the architecture .	In this work we apply these deep RNNs to the task of opinion expression extraction formulated as a token-level sequence-labeling task .
CL	D14-1080	3	mn	main	proposal	proposal	none	none	0	0	none	In this work we apply these deep RNNs to the task of opinion expression extraction formulated as a token-level sequence-labeling task .	
CL	D14-1080	4	mn	secondary	result	outcomes	none	none	3	-1	support	Experimental results show that deep , narrow RNNs outperform traditional shallow , wide RNNs with the same number of parameters .	In this work we apply these deep RNNs to the task of opinion expression extraction formulated as a token-level sequence-labeling task .
CL	D14-1080	5	mn	secondary	result	outcomes	none	none	4	-1	elaboration	Furthermore , our approach outperforms previous CRF-based baselines , including the state-of-the-art semi-Markov CRF model , and does so without access to the powerful opinion lexicons and syntactic features relied upon by the semi-CRF , as well as without the standard layer-by-layer pre-training typically required of RNN architectures .	Experimental results show that deep , narrow RNNs outperform traditional shallow , wide RNNs with the same number of parameters .
CL	D14-1081	1	mn	main	proposal	proposal	none	none	0	0	none	We propose the first implementation of an infinite-order generative dependency model .	
CL	D14-1081	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	The model is based on a new recursive neural network architecture , the Inside-Outside Recursive Neural Network .	We propose the first implementation of an infinite-order generative dependency model .
CL	D14-1081	3	mn	secondary	proposal_implementation	proposal	none	none	2	-1	elaboration	This architecture allows information to flow not only bottom-up , as in traditional recursive neural networks , but also top-down .	The model is based on a new recursive neural network architecture , the Inside-Outside Recursive Neural Network .
CL	D14-1081	4	mn	secondary	proposal_implementation	proposal	none	none	3	-1	elaboration	This is achieved by computing content as well as context representations for any constituent , and letting these representations interact .	This architecture allows information to flow not only bottom-up , as in traditional recursive neural networks , but also top-down .
CL	D14-1081	5	mn	secondary	result_means	outcomes	none	none	1	-4	support	Experimental results on the English section of the Universal Dependency Treebank show that the infinite-order model achieves a perplexity seven times lower than the traditional third-order model using counting , and tends to choose more accurate parses in k-best lists .	We propose the first implementation of an infinite-order generative dependency model .
CL	D14-1081	6	mn	secondary	result	outcomes	none	none	5	-1	elaboration	In addition , reranking with this model achieves state-of-the-art unlabelled attachment scores and unlabelled exact match scores .	Experimental results on the English section of the Universal Dependency Treebank show that the infinite-order model achieves a perplexity seven times lower than the traditional third-order model using counting , and tends to choose more accurate parses in k-best lists .
CL	D14-1082	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Almost all current dependency parsers classify based on millions of sparse indicator features .	Not only do these features generalize poorly , but the cost of feature computation restricts parsing speed significantly .
CL	D14-1082	2	mn	secondary	motivation_problem	motivation	none	none	3	1	support	Not only do these features generalize poorly , but the cost of feature computation restricts parsing speed significantly .	In this work , we propose a novel way of learning a neural network classifier for use in a greedy , transition-based dependency parser .
CL	D14-1082	3	mn	main	proposal	proposal	none	none	0	0	none	In this work , we propose a novel way of learning a neural network classifier for use in a greedy , transition-based dependency parser .	
CL	D14-1082	4	mn	secondary	result_means	outcomes	none	none	3	-1	support	Because this classifier learns and uses just a small number of dense features , it can work very fast , while achiev-ing an about 2 % improvement in unlabeled and labeled attachment scores on both English and Chinese datasets .	In this work , we propose a novel way of learning a neural network classifier for use in a greedy , transition-based dependency parser .
CL	D14-1082	5	mn	secondary	observation	outcomes	none	none	4	-1	support	Concretely , our parser is able to parse more than 1000 sentences per second at 92.2 % unlabeled attachment score on the English Penn Treebank .	Because this classifier learns and uses just a small number of dense features , it can work very fast , while achiev-ing an about 2 % improvement in unlabeled and labeled attachment scores on both English and Chinese datasets .
CL	D14-1083	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Recent years have seen a surge of interest in stance classification in online debates .	Oftentimes , however , it is important to determine not only the stance expressed by an author in her debate posts , but also the reasons behind her supporting or opposing the issue under debate .
CL	D14-1083	2	mn	secondary	motivation_problem	motivation	none	none	3	1	support	Oftentimes , however , it is important to determine not only the stance expressed by an author in her debate posts , but also the reasons behind her supporting or opposing the issue under debate .	We therefore examine the new task of reason classification in this paper .
CL	D14-1083	3	mn	main	proposal	proposal	none	none	0	0	none	We therefore examine the new task of reason classification in this paper .	
CL	D14-1083	4	mn	secondary	proposal_implementation	proposal	motivation_background	motivation	3	-1	elaboration	Given the close in-terplay between stance classification and reason classification , we design computational models for examining how automatically computed stance information can be profitably exploited for reason classification .	We therefore examine the new task of reason classification in this paper .
CL	D14-1083	5	mn	secondary	result_means	outcomes	none	none	3	-2	support	Experiments on our reason-annotated corpus of ideological debate posts from four domains demonstrate that sophisticated models of stances and reasons can indeed yield more accurate reason and stance classification results than their simpler counterparts .	We therefore examine the new task of reason classification in this paper .
CL	D14-1084	1	mn	secondary	motivation_problem	motivation	none	none	2	1	support	State-of-the-art Chinese zero pronoun resolution systems are supervised , thus relying on training data containing manually resolved zero pronouns .	To eliminate the reliance on annotated data , we present a generative model for unsupervised Chinese zero pronoun resolution .
CL	D14-1084	2	mn	main	proposal	proposal	none	none	0	0	none	To eliminate the reliance on annotated data , we present a generative model for unsupervised Chinese zero pronoun resolution .	
CL	D14-1084	3	mn	secondary	motivation_hypothesis	motivation	none	none	2	-1	support	At the core of our model is a novel hypothesis : a probabilistic pronoun resolver trained on overt pronouns in an unsupervised manner can be used to resolve zero pronouns .	To eliminate the reliance on annotated data , we present a generative model for unsupervised Chinese zero pronoun resolution .
CL	D14-1084	4	mn	secondary	result_means	outcomes	none	none	2	-2	support	Experiments demonstrate that our unsupervised model rivals its state-of-the-art supervised counterparts in performance when resolving the Chinese zero pronouns in the OntoNotes corpus .	To eliminate the reliance on annotated data , we present a generative model for unsupervised Chinese zero pronoun resolution .
CL	D14-1085	1	mn	main	proposal	proposal	none	none	0	0	none	We present sentence enhancement as a novel technique for text-to-text generation in abstractive summarization .	
CL	D14-1085	2	mn	secondary	motivation_hypothesis	motivation	proposal_implementation	proposal	1	-1	support	Compared to extraction or previous approaches to sentence fusion , sentence enhancement increases the range of possible summary sentences by allowing the combination of dependency subtrees from any sentence from the source text .	We present sentence enhancement as a novel technique for text-to-text generation in abstractive summarization .
CL	D14-1085	3	mn	secondary	result	outcomes	none	none	1	-2	support	Our experiments indicate that our approach yields summary sentences that are competitive with a sentence fusion baseline in terms of content quality , but better in terms of grammaticality , and that the benefit of sentence enhancement relies crucially on an event coreference resolution algorithm using distributional semantics .	We present sentence enhancement as a novel technique for text-to-text generation in abstractive summarization .
CL	D14-1085	4	mn	secondary	proposal_implementation	proposal	none	none	1	-3	elaboration	We also consider how text-to-text generation approaches to summarization can be extended beyond the source text by examining how human summary writers incorporate source-text-external elements into their summary sentences .	We present sentence enhancement as a novel technique for text-to-text generation in abstractive summarization .
CL	D14-1086	1	mn	main	proposal	proposal	none	none	0	0	none	In this paper we introduce a new game to crowd-source natural language referring expressions .	
CL	D14-1086	2	mn	secondary	proposal_implementation	proposal	none	none	1	-1	elaboration	By designing a two player game , we can both collect and verify referring expressions directly within the game .	In this paper we introduce a new game to crowd-source natural language referring expressions .
CL	D14-1086	3	mn	secondary	observation	outcomes	none	none	4	1	support	To date , the game has produced a dataset containing 130,525 expressions , referring to 96,654 distinct objects , in 19,894 photographs of natural scenes .	This dataset is larger and more varied than previous REG datasets and allows us to study referring expressions in real-world scenes .
CL	D14-1086	4	mn	secondary	result	outcomes	none	none	1	-3	support	This dataset is larger and more varied than previous REG datasets and allows us to study referring expressions in real-world scenes .	In this paper we introduce a new game to crowd-source natural language referring expressions .
CL	D14-1086	5	mn	secondary	proposal_implementation	proposal	none	none	2	-3	elaboration	We provide an in depth analysis of the resulting dataset .	By designing a two player game , we can both collect and verify referring expressions directly within the game .
CL	D14-1086	6	mn	secondary	proposal_implementation	proposal	means	method	5	-1	elaboration	Based on our findings , we design a new optimization based model for generating referring expressions and perform experimental evaluations on 3 test sets .	We provide an in depth analysis of the resulting dataset .
CL	D14-1087	1	mn	main	proposal	proposal	none	none	0	0	none	We propose an unsupervised approach to constructing templates from a large collection of semantic category names , and use the templates as the semantic representation of categories .	
CL	D14-1087	2	mn	secondary	motivation_problem	motivation	none	none	1	-1	support	The main challenge is that many terms have multiple meanings , resulting in a lot of wrong templates .	We propose an unsupervised approach to constructing templates from a large collection of semantic category names , and use the templates as the semantic representation of categories .
CL	D14-1087	3	mn	secondary	proposal_implementation	proposal	none	none	1	-2	elaboration	Statistical data and semantic knowledge are extracted from a web corpus to improve template generation .	We propose an unsupervised approach to constructing templates from a large collection of semantic category names , and use the templates as the semantic representation of categories .
CL	D14-1087	4	mn	secondary	proposal_implementation	proposal	none	none	3	-1	elaboration	A nonlinear scoring function is proposed and demonstrated to be effective .	Statistical data and semantic knowledge are extracted from a web corpus to improve template generation .
CL	D14-1087	5	mn	secondary	result	outcomes	none	none	1	-4	support	Experiments show that our approach achieves significantly better results than baseline methods .	We propose an unsupervised approach to constructing templates from a large collection of semantic category names , and use the templates as the semantic representation of categories .
CL	D14-1087	6	mn	secondary	result_means	outcomes	none	none	5	-1	elaboration	As an immediate application , we apply the extracted templates to the cleaning of a category collection and see promising results ( precision improved from 81 % to 89 % ) .	Experiments show that our approach achieves significantly better results than baseline methods .
CL	D14-1088	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Taxonomies are the backbone of many structured , semantic knowledge resources .	Recent works for extracting taxonomic relations from text focused on collecting lexical-syntactic patterns to extract the taxonomic relations by matching the patterns to text .
CL	D14-1088	2	mn	secondary	motivation_background	motivation	none	none	3	1	info-required	Recent works for extracting taxonomic relations from text focused on collecting lexical-syntactic patterns to extract the taxonomic relations by matching the patterns to text .	These approaches , however , often show low coverage due to the lack of contextual analysis across sentences .
CL	D14-1088	3	mn	secondary	motivation_problem	motivation	none	none	4	1	support	These approaches , however , often show low coverage due to the lack of contextual analysis across sentences .	To address this issue , we propose a novel approach that collectively utilizes contextual information of terms in syntactic structures such that if the set of contexts of a term includes most of contexts of another term , a subsumption relation between the two terms is inferred .
CL	D14-1088	4	mn	main	proposal	proposal	none	none	0	0	none	To address this issue , we propose a novel approach that collectively utilizes contextual information of terms in syntactic structures such that if the set of contexts of a term includes most of contexts of another term , a subsumption relation between the two terms is inferred .	
CL	D14-1088	5	mn	secondary	proposal_implementation	proposal	means	method	4	-1	elaboration	We apply this method to the task of taxonomy construction from scratch , where we introduce another novel graph-based algorithm for taxonomic structure induction .	To address this issue , we propose a novel approach that collectively utilizes contextual information of terms in syntactic structures such that if the set of contexts of a term includes most of contexts of another term , a subsumption relation between the two terms is inferred .
CL	D14-1088	6	mn	secondary	result	outcomes	none	none	4	-2	support	Our experiment results show that the proposed method is well complementary with previous methods of linguistic pattern matching and significantly improves recall and thus F-measure .	To address this issue , we propose a novel approach that collectively utilizes contextual information of terms in syntactic structures such that if the set of contexts of a term includes most of contexts of another term , a subsumption relation between the two terms is inferred .
CL	D14-1089	1	mn	secondary	motivation_problem	motivation	none	none	2	1	support	State-of-the-art fact extraction is heavily constrained by recall , as demonstrated by recent performance in TAC Slot Filling .	We isolate this recall loss for NE slots by systematically analysing each stage of the slot filling pipeline as a filter over correct answers .
CL	D14-1089	2	mn	main	proposal	proposal	none	none	0	0	none	We isolate this recall loss for NE slots by systematically analysing each stage of the slot filling pipeline as a filter over correct answers .	
CL	D14-1089	3	mn	secondary	information_additional	other	none	none	2	-1	info-optional	Recall is critical as candidates never generated can never be recovered , whereas precision can always be increased in downstream processing .	We isolate this recall loss for NE slots by systematically analysing each stage of the slot filling pipeline as a filter over correct answers .
CL	D14-1089	4	mn	secondary	result	outcomes	none	none	2	-2	support	We provide precise , empirical confirmation of previously hypothesised sources of recall loss in slot filling .	We isolate this recall loss for NE slots by systematically analysing each stage of the slot filling pipeline as a filter over correct answers .
CL	D14-1089	5	mn	secondary	result	outcomes	observation	outcomes	4	-1	elaboration	While NE type constraints substantially reduce the search space with only a minor recall penalty , we find that 10 % to 39 % of slot fills will be entirely ignored by most systems .	We provide precise , empirical confirmation of previously hypothesised sources of recall loss in slot filling .
CL	D14-1089	6	mn	secondary	result	outcomes	none	none	4	-2	elaboration	One in six correct answers are lost if coreference is not used , but this can be mostly retained by simple name matching rules .	We provide precise , empirical confirmation of previously hypothesised sources of recall loss in slot filling .
CL	D14-1090	1	mn	secondary	motivation_problem	motivation	motivation_background	motivation	2	1	info-required	Several state-of-the-art event extraction systems employ models based on Support Vector Machines ( SVMs ) in a pipeline architecture , which fails to exploit the joint dependencies that typically exist among events and arguments .	While there have been attempts to overcome this limitation using Markov Logic Networks ( MLNs ) , it remains challenging to perform joint inference in MLNs when the model encodes many high-dimensional sophisticated features such as those essential for event extraction .
CL	D14-1090	2	mn	secondary	motivation_problem	motivation	none	none	3	1	support	While there have been attempts to overcome this limitation using Markov Logic Networks ( MLNs ) , it remains challenging to perform joint inference in MLNs when the model encodes many high-dimensional sophisticated features such as those essential for event extraction .	In this paper , we propose a new model for event extraction that combines the power of MLNs and SVMs , dwarfing their limitations .
CL	D14-1090	3	mn	main	proposal	proposal	none	none	0	0	none	In this paper , we propose a new model for event extraction that combines the power of MLNs and SVMs , dwarfing their limitations .	
CL	D14-1090	4	mn	secondary	proposal_implementation	proposal	none	none	3	-1	elaboration	The key idea is to reliably learn and process high-dimensional features using SVMs ; encode the output of SVMs as low-dimensional , soft formulas in MLNs ; and use the superior joint inferencing power of MLNs to enforce joint consistency constraints over the soft formulas .	In this paper , we propose a new model for event extraction that combines the power of MLNs and SVMs , dwarfing their limitations .
CL	D14-1090	5	mn	secondary	means	method	none	none	6	1	by-means	We evaluate our approach for the task of extracting biomedical events on the BioNLP 2013 , 2011 and 2009 Genia shared task datasets .	Our approach yields the best F1 score to date on the BioNLP'13 ( 53.61 ) and BioNLP'11 ( 58.07 ) datasets and the second-best F1 score to date on the BioNLP'09 dataset ( 58.16 ) .
CL	D14-1090	6	mn	secondary	observation	outcomes	none	none	3	-3	support	Our approach yields the best F1 score to date on the BioNLP'13 ( 53.61 ) and BioNLP'11 ( 58.07 ) datasets and the second-best F1 score to date on the BioNLP'09 dataset ( 58.16 ) .	In this paper , we propose a new model for event extraction that combines the power of MLNs and SVMs , dwarfing their limitations .
CL	D14-1091	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Stress is a useful cue for English word segmentation .	A wide range of computational models have found that stress cues enable a 2-10 % improvement in segmentation accuracy , depending on the kind of model , by using input that has been annotated with stress using a pronouncing dictionary .
CL	D14-1091	2	mn	secondary	motivation_background	motivation	none	none	3	1	info-required	A wide range of computational models have found that stress cues enable a 2-10 % improvement in segmentation accuracy , depending on the kind of model , by using input that has been annotated with stress using a pronouncing dictionary .	However , stress is neither invariably produced nor unambiguously identifiable in real speech .
CL	D14-1091	3	mn	secondary	motivation_problem	motivation	none	none	5	2	support	However , stress is neither invariably produced nor unambiguously identifiable in real speech .	We devise Adaptor Grammar word segmentation models that exploit either stress , or syllable weight , or both , and evaluate the utility of syllable weight as a cue to word boundaries .
CL	D14-1091	4	mn	secondary	motivation_background	motivation	none	none	3	-1	info-required	Heavy syllables , i.e. those with long vowels or syllable codas , attract stress in English .	However , stress is neither invariably produced nor unambiguously identifiable in real speech .
